x,y
1.886643814176880767e+02,3.952498937246004829e+01
2.022813979462941347e+02,5.417343163980264364e+01
2.158984144749001928e+02,6.882187390714524611e+01
2.295154310035062508e+02,8.347031617448783436e+01
2.431324475321123089e+02,9.811875844183043682e+01
2.567494640607183669e+02,1.127672007091730393e+02
2.703664805893244534e+02,1.274156429765156417e+02
2.839834971179305398e+02,1.420640852438582442e+02
2.976005136465366263e+02,1.567125275112008467e+02
3.112175301751427128e+02,1.713609697785434491e+02
3.248345467037487992e+02,1.860094120458860516e+02
3.384515632323548857e+02,2.006578543132286541e+02
3.520685797609609722e+02,2.153062965805712565e+02
3.656855962895670586e+02,2.299547388479138590e+02
3.793026128181731451e+02,2.446031811152564615e+02
3.929196293467792316e+02,2.592516233825990639e+02
4.065366458753853180e+02,2.739000656499416664e+02
4.201536624039914045e+02,2.885485079172842688e+02
4.337706789325974910e+02,3.031969501846268713e+02
4.473876954612035775e+02,3.178453924519694738e+02
4.610047119898096639e+02,3.324938347193120762e+02
4.746217285184157504e+02,3.471422769866546787e+02
4.882387450470218369e+02,3.617907192539972812e+02
5.018557615756279233e+02,3.764391615213398836e+02
5.154727781042339529e+02,3.910876037886824861e+02
5.290897946328400394e+02,4.057360460560250885e+02
5.427068111614461259e+02,4.203844883233676910e+02
5.563238276900522123e+02,4.350329305907102935e+02
5.699408442186582988e+02,4.496813728580528959e+02
5.835578607472643853e+02,4.643298151253954984e+02
5.971748772758704717e+02,4.789782573927381009e+02
6.107918938044765582e+02,4.936266996600807033e+02
6.244089103330826447e+02,5.082751419274233058e+02
6.380259268616887312e+02,5.229235841947659083e+02
6.516429433902948176e+02,5.375720264621085107e+02
6.652599599189009041e+02,5.522204687294511132e+02
6.788769764475069906e+02,5.668689109967937156e+02
6.924939929761130770e+02,5.815173532641363181e+02
7.061110095047191635e+02,5.961657955314789206e+02
7.197280260333252500e+02,6.108142377988215230e+02
7.333450425619313364e+02,6.254626800661641255e+02
7.469620590905374229e+02,6.401111223335067280e+02
7.605790756191435094e+02,6.547595646008493304e+02
7.741960921477495958e+02,6.694080068681919329e+02
7.878131086763556823e+02,6.840564491355345353e+02
8.014301252049617688e+02,6.987048914028771378e+02
8.150471417335678552e+02,7.133533336702197403e+02
8.286641582621739417e+02,7.280017759375623427e+02
8.422811747907800282e+02,7.426502182049049452e+02
8.558981913193861146e+02,7.572986604722475477e+02
8.695152078479922011e+02,7.719471027395901501e+02
8.831322243765982876e+02,7.865955450069327526e+02
8.967492409052043740e+02,8.012439872742753550e+02
9.103662574338104605e+02,8.158924295416179575e+02
9.239832739624165470e+02,8.305408718089605600e+02
9.376002904910226334e+02,8.451893140763031624e+02
9.512173070196287199e+02,8.598377563436457649e+02
9.648343235482348064e+02,8.744861986109883674e+02
9.784513400768408928e+02,8.891346408783309698e+02
9.920683566054469793e+02,9.037830831456735723e+02
1.005685373134053066e+03,9.184315254130161748e+02
1.019302389662659152e+03,9.330799676803587772e+02
1.032919406191265125e+03,9.477284099477013797e+02
1.046536422719871098e+03,9.623768522150439821e+02
1.060153439248477071e+03,9.770252944823865846e+02
1.073770455777083043e+03,9.916737367497291871e+02
1.087387472305689016e+03,1.006322179017071790e+03
1.101004488834294989e+03,1.020970621284414392e+03
1.114621505362900962e+03,1.035619063551756881e+03
1.128238521891506934e+03,1.050267505819099370e+03
1.141855538420112907e+03,1.064915948086441858e+03
1.155472554948718880e+03,1.079564390353784347e+03
1.169089571477324853e+03,1.094212832621126836e+03
1.182706588005930826e+03,1.108861274888469325e+03
1.196323604534536798e+03,1.123509717155811813e+03
1.209940621063142771e+03,1.138158159423154302e+03
1.223557637591748744e+03,1.152806601690496791e+03
1.237174654120354717e+03,1.167455043957839280e+03
1.250791670648960690e+03,1.182103486225181769e+03
1.264408687177566662e+03,1.196751928492524257e+03
1.278025703706172635e+03,1.211400370759866746e+03
1.291642720234778608e+03,1.226048813027209235e+03
1.305259736763384581e+03,1.240697255294551724e+03
1.318876753291990553e+03,1.255345697561894212e+03
1.332493769820596526e+03,1.269994139829236701e+03
1.346110786349202499e+03,1.284642582096579190e+03
1.359727802877808472e+03,1.299291024363921679e+03
1.373344819406414445e+03,1.313939466631264168e+03
1.386961835935020417e+03,1.328587908898606656e+03
1.400578852463626390e+03,1.343236351165949145e+03
1.414195868992232363e+03,1.357884793433291634e+03
1.427812885520838336e+03,1.372533235700634123e+03
1.441429902049444308e+03,1.387181677967976611e+03
1.455046918578050281e+03,1.401830120235319100e+03
1.468663935106656254e+03,1.416478562502661589e+03
1.482280951635262227e+03,1.431127004770004078e+03
1.495897968163868200e+03,1.445775447037346567e+03
1.509514984692474172e+03,1.460423889304689055e+03
1.523132001221080145e+03,1.475072331572031771e+03
1.536749017749686118e+03,1.489720773839374260e+03
1.550366034278292091e+03,1.504369216106716749e+03
1.563983050806898063e+03,1.519017658374059238e+03
1.577600067335504036e+03,1.533666100641401727e+03
1.591217083864110009e+03,1.548314542908744215e+03
1.576870071382709966e+03,1.534380296145515331e+03
1.562523058901309923e+03,1.520446049382286446e+03
1.548176046419909881e+03,1.506511802619057562e+03
1.533829033938509838e+03,1.492577555855828678e+03
1.519482021457109795e+03,1.478643309092599793e+03
1.505135008975709752e+03,1.464709062329370909e+03
1.490787996494309709e+03,1.450774815566142024e+03
1.476440984012909666e+03,1.436840568802913140e+03
1.462093971531509624e+03,1.422906322039684255e+03
1.447746959050109581e+03,1.408972075276455371e+03
1.433399946568709538e+03,1.395037828513226486e+03
1.419052934087309495e+03,1.381103581749997602e+03
1.404705921605909452e+03,1.367169334986768717e+03
1.390358909124509410e+03,1.353235088223539833e+03
1.376011896643109367e+03,1.339300841460310949e+03
1.361664884161709324e+03,1.325366594697082292e+03
1.347317871680309281e+03,1.311432347933853634e+03
1.332970859198909238e+03,1.297498101170624750e+03
1.318623846717509196e+03,1.283563854407395866e+03
1.304276834236109153e+03,1.269629607644167208e+03
1.289929821754709110e+03,1.255695360880938551e+03
1.275582809273309067e+03,1.241761114117709667e+03
1.261235796791909024e+03,1.227826867354480783e+03
1.246888784310508981e+03,1.213892620591252125e+03
1.232541771829108939e+03,1.199958373828023241e+03
1.218194759347708896e+03,1.186024127064794357e+03
1.203847746866308853e+03,1.172089880301565699e+03
1.189500734384908810e+03,1.158155633538336815e+03
1.175153721903508767e+03,1.144221386775107931e+03
1.160806709422108725e+03,1.130287140011879274e+03
1.146459696940708682e+03,1.116352893248650389e+03
1.132112684459308639e+03,1.102418646485421505e+03
1.117765671977908596e+03,1.088484399722192848e+03
1.103418659496508553e+03,1.074550152958964190e+03
1.089071647015108510e+03,1.060615906195735533e+03
1.074724634533708468e+03,1.046681659432506876e+03
1.060377622052308425e+03,1.032747412669278219e+03
1.046030609570908382e+03,1.018813165906049448e+03
1.031683597089508339e+03,1.004878919142820678e+03
1.017336584608108296e+03,9.909446723795919070e+02
1.002989572126708254e+03,9.770104256163631362e+02
9.886425596453082107e+02,9.630761788531343655e+02
9.742955471639081679e+02,9.491419320899055947e+02
9.599485346825081251e+02,9.352076853266768239e+02
9.456015222011080823e+02,9.212734385634480532e+02
9.312545097197080395e+02,9.073391918002192824e+02
