x,y
1.046242053164420724e+02,1.790468704004867675e+02
1.189827041385173487e+02,1.929692808087624485e+02
1.333412029605926250e+02,2.068916912170381295e+02
1.476997017826679155e+02,2.208141016253138105e+02
1.620582006047432060e+02,2.347365120335894915e+02
1.764166994268184681e+02,2.486589224418651725e+02
1.907751982488937585e+02,2.625813328501408250e+02
2.051336970709690490e+02,2.765037432584164776e+02
2.194921958930443395e+02,2.904261536666921302e+02
2.338506947151196300e+02,3.043485640749677827e+02
2.482091935371948921e+02,3.182709744832434353e+02
2.625676923592701542e+02,3.321933848915190879e+02
2.769261911813454162e+02,3.461157952997947405e+02
2.912846900034206783e+02,3.600382057080703930e+02
3.056431888254959404e+02,3.739606161163460456e+02
3.200016876475712024e+02,3.878830265246216982e+02
3.343601864696464645e+02,4.018054369328973507e+02
3.487186852917217266e+02,4.157278473411730033e+02
3.630771841137969886e+02,4.296502577494486559e+02
3.774356829358722507e+02,4.435726681577243085e+02
3.917941817579475128e+02,4.574950785659999610e+02
4.061526805800227748e+02,4.714174889742756136e+02
4.205111794020980369e+02,4.853398993825512662e+02
4.348696782241732990e+02,4.992623097908269187e+02
4.492281770462485611e+02,5.131847201991025713e+02
4.635866758683238231e+02,5.271071306073782807e+02
4.779451746903990852e+02,5.410295410156539901e+02
4.923036735124743473e+02,5.549519514239296996e+02
5.066621723345496093e+02,5.688743618322054090e+02
5.210206711566248714e+02,5.827967722404811184e+02
5.353791699787001335e+02,5.967191826487568278e+02
5.497376688007753955e+02,6.106415930570325372e+02
5.640961676228506576e+02,6.245640034653082466e+02
5.784546664449259197e+02,6.384864138735839560e+02
5.928131652670011817e+02,6.524088242818596655e+02
6.071716640890764438e+02,6.663312346901353749e+02
6.215301629111517059e+02,6.802536450984110843e+02
6.358886617332269680e+02,6.941760555066867937e+02
6.502471605553022300e+02,7.080984659149625031e+02
6.646056593773774921e+02,7.220208763232382125e+02
6.789641581994527542e+02,7.359432867315139219e+02
6.933226570215280162e+02,7.498656971397896314e+02
7.076811558436032783e+02,7.637881075480653408e+02
7.220396546656785404e+02,7.777105179563410502e+02
7.363981534877538024e+02,7.916329283646167596e+02
7.507566523098290645e+02,8.055553387728924690e+02
7.651151511319043266e+02,8.194777491811681784e+02
7.794736499539795886e+02,8.334001595894438879e+02
7.938321487760548507e+02,8.473225699977195973e+02
8.081906475981301128e+02,8.612449804059953067e+02
8.225491464202053749e+02,8.751673908142710161e+02
8.369076452422806369e+02,8.890898012225467255e+02
8.512661440643558990e+02,9.030122116308224349e+02
8.656246428864311611e+02,9.169346220390981443e+02
8.799831417085064231e+02,9.308570324473738538e+02
8.943416405305816852e+02,9.447794428556495632e+02
9.087001393526569473e+02,9.587018532639252726e+02
9.230586381747322093e+02,9.726242636722009820e+02
9.374171369968074714e+02,9.865466740804766914e+02
9.517756358188827335e+02,1.000469084488752401e+03
9.661341346409579955e+02,1.014391494897028110e+03
9.804926334630332576e+02,1.028313905305303706e+03
9.948511322851085197e+02,1.042236315713579415e+03
1.009209631107183782e+03,1.056158726121855125e+03
1.023568129929259044e+03,1.070081136530130834e+03
1.037926628751334420e+03,1.084003546938406544e+03
1.052285127573409682e+03,1.097925957346682253e+03
1.066643626395484944e+03,1.111848367754957962e+03
1.081002125217560206e+03,1.125770778163233672e+03
1.095360624039635468e+03,1.139693188571509381e+03
1.109719122861710730e+03,1.153615598979785091e+03
1.124077621683785992e+03,1.167538009388060800e+03
1.138436120505861254e+03,1.181460419796336510e+03
